(0.00598227,0.130955)
(3.12136,-0.941786)
(0.463842,0.622028)
(1.02944,-1.71424)
(0.720266,0.136377)
(0.176273,0.941928)
(1.90337,-1.17927)
(0.213989,0.167945)
(-0.175323,0.64255)
(0.937315,-0.078824)
(2.19474,4.3259)
(3.85967,-4.41634)
(-0.42078,-0.144296)
(-0.0201698,-0.341201)
(0.709209,-0.313834)
(0.903106,0.885909)
(-0.0224475,0.0511264)
(1.6295,0.00947655)
(0.996637,2.47223)
(2.39724,-2.34928)
(0.815117,0.349415)
(-0.0180085,0.613687)
(3.13511,-1.26162)
(-0.344316,-0.344272)
(0.0959974,-0.24334)
(0.876326,0.00192304)
(0.513414,1.23587)
(-0.520249,0.534455)
(5.44651,2.10815)
(-0.119472,-2.78548)
(1.66898,-0.807873)
(-0.0633144,-0.0576159)
(-0.0357653,0.0908947)
(1.25318,-0.130601)
(0.960058,1.71481)
(1.18424,-1.58902)
(0.28241,0.0693919)
(0.613531,3.38218)
(3.81668,-2.66676)
(0.681783,0.401102)
(0.145862,-1.17301)
(1.34804,-0.421039)
(0.200347,0.22477)
(0.0299554,-0.081688)
(0.165088,-0.00635274)
(1.96455,4.27934)
(2.76678,-3.26832)
(1.67137,0.450324)
(-0.169424,-1.1484)
(0.485184,-0.327992)
(1.84029,1.10999)
(0.113327,-1.03123)
(0.752669,-0.264594)
(0.979899,1.00502)
(-0.180553,0.456292)
(2.28122,-0.216489)
(1.74501,2.94218)
(2.79172,-4.08168)
(-0.0522982,-0.0120437)
(-0.066727,-0.241325)
(-0.0618341,0.0573073)
(1.77344,0.685285)
(0.0867302,1.02846)
(1.19854,-0.719106)
(2.9585,1.91315)
(0.249424,-1.75351)
(1.77629,-0.606308)
(0.680331,0.663821)
(0.243078,-0.719588)
(1.93701,-0.28408)
(0.0152349,0.0101162)
(-0.023486,0.0523316)
(0.201511,-0.00169212)
(2.50462,5.29819)
(3.94219,-4.98396)
(-0.224925,-0.0334852)
(0.110199,0.374366)
(1.26362,-1.16964)
(0.164469,0.0603987)
(0.245449,1.82443)
(1.54615,-1.06813)
(1.70116,0.889879)
(0.0191797,0.605549)
(2.01562,-1.00038)
(2.22461,1.57964)
(0.270639,-2.07235)
(1.43771,-0.526421)
(0.0696164,0.065815)
(-0.0646183,0.284839)
(0.67069,-0.16262)
(1.70709,1.874)
(-0.345309,1.03193)
(6.08617,-0.891742)
(-1.25273,-1.64061)
(0.162463,-0.357717)
(0.864662,-0.0505414)
(1.07656,1.71171)
(0.933287,-1.66947)
(0.536894,0.0118556)
(0.793074,1.47535)
(-0.236857,0.39625)
(4.55869,0.349007)
(0.0260742,0.0931706)
(1.69132,-2.33567)
(0.408209,0.0540476)
(0.109122,0.283503)
(0.304539,-0.382182)
(0.348481,0.0641243)
(1.43383,3.91739)
(2.37352,-2.77933)
(1.78033,0.361034)
(0.0612356,0.220593)
(1.19446,-1.35987)
(1.44287,0.303371)
(0.0205005,0.0846995)
(0.501371,-0.558545)
(1.68277,0.370013)
(-0.0175084,-0.0232572)
(-1.59699,1.76251)
(7.27161,1.54595)
(-0.865764,-2.61224)
(1.18268,-1.35277)
(0.234778,0.0420829)
(0.239845,0.698244)
(0.157383,-0.195905)
(2.09565,0.356892)
(0.40337,1.07918)
(0.213865,-0.290025)
(4.16511,0.533703)
(-0.383495,-0.910554)
(0.256214,-0.365504)
(3.18241,0.264145)
(-0.489946,-0.998614)
(0.232933,-0.37376)
(0.254566,0.0021467)
(1.22028,2.15419)
(-0.390072,0.667912)
(5.82368,-0.26934)
(-0.547492,-0.852647)
(0.69813,-1.50786)
(0.763621,-0.0975304)
(0.546702,0.681129)
(-0.100058,0.269595)
(2.20906,-0.470954)
(0.725826,0.755434)
(-0.104817,0.364799)
(1.55705,-0.526421)
(3.428,2.90305)
(0.609108,-4.05258)
(0.227927,-0.101032)
(1.02523,0.685113)
(0.0158152,-0.382395)
(0.254453,-0.155105)
(1.21031,0.608011)
(0.37572,3.93757)
(4.74446,-3.70898)
(0.0778555,0.0250893)
(0.02914,0.0809763)
(0.7382,-0.751794)
(1.88308,0.375918)
(0.137359,0.330494)
(0.712352,-0.98947)
(0.165062,0.00126521)
(1.63727,2.76479)
(0.243902,-0.440058)
(4.80728,-0.53949)
(-0.213637,-0.255597)
(0.545365,-1.77053)
(0.449765,-0.12736)
(0.369843,0.308847)
(-0.226746,1.99349)
(2.36784,-1.19338)
(1.55936,0.875216)
(0.12523,1.33008)
(2.96238,-2.26639)
(0.70694,0.248301)
(0.172641,0.631937)
(1.31254,-1.51199)
(0.947026,0.118572)
(0.271342,0.523177)
(0.0997799,-0.163228)
(-0.23671,0.0289334)
(4.55307,5.50573)
(1.62508,-5.60261)
(0.576278,-0.180008)
(0.289426,0.233011)
(-0.0250975,0.436599)
(1.32979,-0.803813)
(0.824243,0.375088)
(0.355753,1.90899)
(1.36151,-1.35132)
(1.99287,0.3809)
(0.762063,1.72629)
(1.15777,-1.98045)
(2.73585,-0.206)
(-0.574603,-0.689859)
(-0.0236783,0.0752465)
(0.78494,-0.271149)
(0.860729,0.622986)
(-0.0171454,3.24627)
(3.40759,-2.36146)
(2.48998,0.904602)
(-0.40931,-1.42143)
(0.7446,-0.932349)
(0.363473,0.0232369)
(1.31014,2.10724)
(0.731985,-1.78801)
(0.676079,-0.155147)
(0.771261,0.688001)
(-0.317826,3.24243)
(4.65959,-2.77796)
(1.11199,0.479682)
(-0.23676,-1.0617)
(0.788798,-0.895497)
(0.691372,0.0672005)
(0.351516,0.610078)
(-0.545524,1.23918)
(2.50634,-0.567284)
(2.87033,2.51746)
(0.222957,-2.94713)
(0.397183,-0.260564)
(2.40712,0.958114)
(-0.122282,-0.465619)
(0.851376,-1.06692)
(0.684998,0.0225551)
(0.81639,1.19944)
(-0.0607796,0.141794)
(0.398046,-0.143917)
(5.60044,3.9377)
(-0.127886,-5.18838)
(0.132398,-0.11044)
(0.982302,0.248298)
(0.176327,0.420055)
(-0.247525,0.411131)
(2.6083,-0.31114)
(0.788222,0.81797)
(-0.198435,1.17644)
(3.18232,-1.73768)
(1.56656,0.694048)
(-0.0647664,-0.3194)
(0.957332,-1.16177)
(1.77652,0.054207)
(-0.210576,-0.304213)
(-0.172086,0.570391)
(-0.735961,0.270748)
(5.85566,3.54786)
(-0.25318,-2.57462)
(1.54554,-1.4862)
(1.22815,0.169778)
(-0.00694493,-0.025721)
(-0.0676522,0.182302)
(1.63303,-0.472042)
(1.42716,1.02125)
(0.0114916,0.10759)
(0.184198,-0.161965)
(3.61747,0.713756)
(0.821531,1.59856)
(1.61762,-3.5072)
(0.605054,-0.142632)
(0.121731,0.0917135)
(0.0208701,1.09082)
(0.86346,-0.700661)
(0.829911,0.173275)
(2.19675,4.35643)
(1.79165,-3.79377)
(1.99032,-0.478103)
(-0.249551,-0.180504)
(0.045575,1.45724)
(2.06632,-1.76185)
(0.782554,0.148095)
(0.333697,0.604816)
(-0.0847024,0.232524)
(0.278514,-0.0735164)
(5.22597,3.55769)
(-0.288225,-3.10595)
(1.228,-1.19648)
(1.1966,0.140104)
(-0.10758,-0.157776)
(-0.119278,0.38818)
(0.15418,-0.0538198)
(3.71562,2.02719)
(-0.0968697,-0.5349)
(0.415063,-0.466656)
(3.5839,-0.00758781)
(0.169024,0.218474)
(0.155611,-0.89044)
(1.28518,-0.72596)
(1.12773,0.430791)
(0.00944275,0.0396291)
(-0.395287,0.67389)
(0.851043,-0.123345)
(5.15753,4.47803)
(0.0257669,-4.81876)
(0.788005,-0.662239)
(0.456243,0.0841303)
(0.539674,0.947119)
(-0.0412126,0.101368)
(2.10967,-0.793386)
(0.406759,0.235585)
(0.598399,2.99422)
(1.83194,-2.36453)
(1.64678,-0.0876139)
(1.81698,1.94251)
(0.301209,-2.81497)
(0.634389,-0.441825)
(0.618678,0.164838)
(0.296194,0.625254)
(-0.68457,1.57398)
(2.5253,-0.800699)
(3.84587,2.37475)
(-0.424376,-2.51753)
(0.666795,-0.823914)
(1.61452,-0.0519157)
(0.290121,0.312982)
(-0.0959261,0.834968)
(1.82082,-1.28377)
(0.920372,0.223871)
(0.36523,0.722666)
(-1.1464,2.88283)
(7.02263,-2.6156)
(-0.602639,-0.338745)
(-0.124501,-0.549867)
(0.383839,-0.54869)
(1.27119,-0.146556)
(0.297741,0.264726)
(-0.0252449,2.57024)
(1.4427,-1.28339)
(4.02128,0.468376)
(-0.043087,-0.109945)
(0.247144,-1.00139)
(0.939009,-0.512592)
(2.67218,0.939995)
(-0.481656,-1.17869)
(-0.128115,0.26536)
(0.725209,-0.22439)
(1.79484,1.07959)
(0.63877,3.2909)
(2.56612,-3.37798)
(2.97854,-0.274473)
(-0.88953,-0.820711)
(0.0070636,0.102496)
(-0.151977,0.141029)
(2.53971,0.227181)
(0.784967,1.01813)
(-0.0404386,0.249927)
(1.28754,-0.825094)
(3.57477,0.965469)
(0.0376345,0.0604082)
(0.523694,-1.43718)
(1.65391,-0.698366)
(0.558063,0.248319)
(0.188761,0.536482)
(0.209646,-0.373888)
(-1.40213,0.360344)
(7.41594,4.71112)
(-0.831835,-4.5818)
(0.333763,-0.43221)
(1.58036,-0.174043)
(0.714053,0.607411)
(0.0111305,0.127592)
(0.450173,-0.458724)
(2.05081,0.0230286)
(0.772199,0.825184)
(-0.0794547,1.50442)
(1.62141,-1.30011)
(4.51341,0.571806)
(-0.805213,-1.07729)
(0.150942,-0.850526)
(0.655298,-0.427234)
(0.237387,0.0601485)
(1.43668,2.40558)
(-0.0326466,0.154581)
(1.82906,-0.960208)
(4.34164,1.44245)
(-0.951908,-1.92297)
(0.0251258,-0.0828728)
(1.09455,-0.477003)
(2.32678,0.963242)
(-0.193835,-0.476076)
(0.182001,-0.396374)
(-0.601766,0.228344)
(3.90318,1.92901)
(0.729489,2.35133)
(2.40611,-4.61887)
(0.288988,-0.0884858)
(0.876698,0.49454)
(-0.0156709,-0.0313538)
(-0.0436031,0.069185)
(0.666703,-0.161511)
(3.26851,2.01704)
(0.0485274,0.269317)
(0.951489,-1.55521)
(1.62789,-0.36325)
(2.40972,1.57918)
(-0.38601,-1.87511)
(0.191279,-0.29681)
(1.22064,-0.236326)
(0.91002,0.627963)
(0.129617,0.753532)
(-1.52266,2.19285)
(7.95167,-1.47467)
(-0.78556,-0.5571)
(-0.173337,-0.94181)
(0.344597,-0.511507)
(0.545122,-0.106453)
(2.18654,1.49933)
(-0.0350397,-0.14892)
(0.24147,-0.374469)
(0.826094,-0.16957)
(4.1092,2.70658)
(-0.358953,-1.76231)
(0.522314,-0.815773)
(2.95176,-0.666567)
(-0.319861,-0.206164)
(0.0341674,0.145379)
(-0.361286,0.588783)
(0.455281,-0.128152)
(4.92911,2.81473)
(-0.257135,-0.924186)
(1.09086,-1.99892)
(1.54325,-0.485167)
(0.623496,0.307703)
(0.371973,1.07108)
(0.563044,-1.19545)
(0.697455,-0.270057)
(1.93273,0.828745)
(0.177314,0.419051)
(-1.09401,2.78204)
(6.97588,-3.18281)
(-0.334226,-0.122049)
(-0.376508,-0.763619)
(-0.119863,0.409433)
(1.10958,-0.620437)
(0.985685,0.249322)
(1.17621,1.88828)
(-0.278909,1.3305)
(3.96806,-2.71827)
(0.929403,0.158721)
(0.581894,0.758978)
(0.0353741,-0.246116)
(1.64206,-1.38128)
(1.24629,0.0695833)
(0.121232,0.118608)
(0.00897788,1.04184)
(-1.10937,1.18272)
(6.57075,-0.392452)
(0.672592,0.573966)
(-0.203201,-1.69752)
(0.728233,-0.980089)
(0.886887,-0.160093)
(0.25572,0.163073)
(0.82079,3.15528)
(1.35987,-2.48092)
(-0.0511991,0.0232232)
(3.59204,1.63403)
(0.306774,0.768945)
(0.65577,-1.77414)
(2.2198,-1.11927)
(0.456072,0.136685)
(0.331243,0.545875)
(0.0550192,-0.248567)
(-0.260334,0.200552)
(1.7567,0.212546)
(4.25205,4.9393)
(0.147328,-5.19671)
(0.547008,-0.561376)
(0.452768,-0.0186488)
(1.76182,1.45044)
(-0.056509,-0.365905)
(0.389027,-0.568703)
(0.891438,-0.206157)
(2.08121,1.15135)
(0.595767,1.75369)
(0.189924,-0.499767)
(4.43058,-2.034)
(0.175466,0.0603517)
(-0.16557,-0.2681)
(0.0139055,-0.0900167)
(-0.00557188,0.00612504)
(1.38449,0.148705)
(2.89275,3.2033)
(-0.0203355,-1.15623)
(1.18991,-1.38311)
(3.00629,-0.354029)
(-0.318398,-0.222754)
(0.269866,1.20446)
(0.619148,-1.13912)
(1.67873,-0.595028)
(0.39949,0.169885)
(0.477063,0.999364)
(-1.17367,4.1803)
(6.94083,-4.5477)
(-0.324751,-0.0611883)
(0.381354,0.452376)
(0.0214775,-1.03991)
(-0.154938,0.156397)
(1.66115,-0.169995)
(1.28229,0.923396)
(0.513544,2.26697)
(0.850491,-1.63316)
(2.66699,-1.03667)
(1.03685,0.374901)
(0.91917,1.7053)
(0.618139,-2.69553)
(0.568086,-0.420136)
(0.34897,0.0252997)
(1.31603,1.36976)
(0.0449216,1.08164)
(-0.707377,0.864876)
(7.43133,-1.47513)
(-0.85519,-0.509497)
(-0.178129,-0.53651)
(0.0751891,-0.186973)
(0.542719,-0.290069)
(2.44543,0.560878)
(0.591476,0.800663)
(0.00989228,-0.178411)
(-0.483451,0.455201)
(4.73564,-0.37958)
(1.71845,1.24627)
(-0.421483,-1.84177)
(0.263346,-0.499331)
(1.57349,-0.645323)
(0.524211,0.165125)
(0.12145,0.184588)
(-0.687622,4.38986)
(3.6907,-3.19311)
(3.17327,-0.0333712)
(-0.121774,-0.106551)
(0.0721935,0.359032)
(0.666675,-1.13044)
(1.16105,-0.412116)
(1.69501,0.628064)
(0.168478,0.281348)
(-0.122581,0.699658)
(0.0332662,-0.0255318)
(4.44372,0.0559989)
(2.42974,2.08462)
(-0.591605,-3.52745)
(0.198301,-0.324084)
(0.418107,-0.144678)
(1.16471,0.422936)
(1.15698,1.96812)
(0.0425663,-0.190053)
(0.214945,-0.169835)
(5.58856,-0.0851955)
(-0.623364,-0.473851)
(0.142519,0.688546)
(0.44763,-0.846073)
(2.51586,-1.05252)
(0.0558105,0.021919)
(0.616451,0.915662)
(-0.0303889,0.406713)
(-1.76652,1.79536)
(8.73147,-0.830181)
(-1.00204,-0.642272)
(-0.110858,-0.328178)
(0.329648,-0.811468)
(0.942109,-0.507525)
(0.636833,0.126759)
(1.64113,1.94781)
(0.0141318,0.599627)
(1.20001,-1.51172)
(0.646589,-0.111808)
(4.4435,2.19227)
(-0.568824,-1.19785)
(0.303599,-1.24057)
(1.03768,-0.782619)
(0.580227,0.0246011)
(0.967253,0.843814)
(0.181517,1.01544)
(-1.21129,2.2506)
(6.36223,-2.66571)
(1.05319,0.297696)
(-0.438105,-0.604694)
(0.00439703,-0.229811)
(-0.231085,0.249307)
(3.46399,-0.581157)
(0.0269479,0.0221759)
(0.342169,0.854905)
(-0.555981,1.89714)
(2.37439,-1.70628)
(3.65106,0.171406)
(0.866172,0.758584)
(-0.314604,-1.71628)
(0.376343,-0.720575)
(0.292238,-0.133563)
(0.788724,0.206954)
(1.89436,2.51983)
(-0.0388178,1.19162)
(2.05117,-2.55542)
(2.24406,-0.525205)
(0.982931,0.457063)
(0.39152,0.783061)
(0.28772,-1.40683)
(0.241541,-0.214046)
(2.29443,-0.098135)
(0.155714,0.111301)
(0.465838,1.61582)
(-1.29398,3.2098)
(7.86329,-4.67984)
(-1.13155,-0.153256)
(0.226572,0.213458)
(0.0605417,0.445236)
(0.389782,-0.669223)
(0.312301,-0.133397)
(2.78764,0.78009)
(0.903408,1.21235)
(-0.0274181,1.17621)
(2.28957,-2.84749)
(0.748084,-0.18486)
(2.90679,1.26542)
(-0.430551,-0.796676)
(0.0960438,-0.60942)
(0.40861,-0.397609)
(-0.511906,0.051091)
(3.79577,2.23989)
(0.949389,2.29971)
(0.802062,-2.81013)
(2.31521,-1.75617)
(0.558466,0.00031555)
(0.210099,0.152693)
(0.522388,1.8146)
(0.307193,-0.773002)
(1.49788,-0.922261)
(0.776804,0.0643056)
(2.27712,2.05037)
(0.384339,1.95644)
(1.78689,-3.55706)
(1.73574,-0.857388)
(0.381326,0.0733632)
(0.566621,0.608597)
(0.0470153,0.38354)
(0.0244606,-0.0253869)
(-0.862339,0.357455)
(8.21626,2.1111)
(-1.60225,-1.97308)
(0.000100447,0.0293366)
(0.51347,-0.734362)
(1.76471,-0.592517)
(1.72218,0.558378)
(-0.0330868,-0.0472974)
(-0.0106439,1.10394)
(0.440008,-0.554119)
(0.318959,-0.0728779)
(6.46664,2.44246)
(-0.872987,-1.30658)
(0.0727594,-1.38685)
(0.887959,-1.07049)
(0.0579352,-0.00750304)
(0.992646,0.412497)
(1.74558,2.85043)
(0.0795717,-0.888852)
(0.131546,-0.119823)
(4.01207,-0.894075)
(1.51872,0.665218)
(-0.266305,-0.429741)
(-0.0730942,0.694614)
(1.7345,-1.95779)
(0.600243,-0.126634)
(0.612966,0.277118)
(0.694247,1.19667)
(-0.456879,4.72498)
(4.35783,-4.97224)
(2.16304,-0.496744)
(-0.436108,-0.184419)
(0.5353,0.903354)
(0.00935775,-0.199161)
(0.257204,-0.306163)
(1.46486,-0.354914)
(2.08507,0.852705)
(1.1583,1.8666)
(0.00123856,-0.758034)
(0.265861,-0.358203)
(5.04919,-1.41089)
(-0.715991,-0.264242)
(0.130521,0.196921)
(-0.019467,0.642229)
(0.339179,-0.469394)
(-0.387598,0.123909)
(5.09108,1.60513)
(1.37426,1.82568)
(-0.110679,-3.38925)
(0.319678,-0.496571)
(0.954787,-0.380399)
(1.46736,0.360426)
(1.2802,1.48558)
(-0.0808579,-0.769709)
(0.145685,-0.278648)
(-1.15744,0.528991)
(7.07403,1.19744)
(0.05615,0.0277006)
(-0.197537,-1.1703)
(0.542114,-1.15959)
(1.1459,-0.666072)
(0.19936,0.010195)
(0.950227,0.79137)
(0.966725,3.59695)
(0.583904,-1.66176)
(2.29269,-1.66295)
(2.31163,-0.0285595)
(0.59904,0.396417)
(0.363733,0.927195)
(0.370408,-1.48904)
(0.730476,-0.648194)
(0.634851,-0.0828988)
(1.76775,0.923771)
(0.550246,1.03726)
(-0.502156,4.18897)
(5.49795,-6.14374)
(-0.0190946,0.0102939)
(0.4455,0.165856)
(0.214491,0.296873)
(0.0160512,1.69704)
(1.01989,-1.49927)
(0.198762,-0.0825473)
(3.45392,0.776036)
(1.4743,1.5407)
(-0.0409109,-0.374847)
(0.632102,-1.27715)
(2.01662,-1.14887)
(1.5094,0.117952)
(0.202548,0.157596)
(0.0499613,0.134774)
(-0.429994,1.4487)
(-0.780779,0.64076)
(8.46602,-0.717573)
(-1.26821,-0.684947)
(0.50411,1.0084)
(0.217936,-1.6946)
(0.176493,-0.190644)
(0.780793,-0.199955)
(2.81124,0.974879)
(0.266844,0.346554)
(0.0488864,0.628479)
(-0.627704,1.1259)
(4.43596,-2.09558)
(2.87454,0.431417)
(-0.670125,-0.592399)
(-0.0168141,-0.0532573)
(0.0762587,-0.207038)
(0.199231,-0.139886)
(1.20855,-0.0582847)
(2.78337,1.6424)
(1.61797,3.32963)
(0.557976,-4.35654)
(0.574323,-0.666543)
(0.227445,-0.0595059)
(3.35451,1.10523)
(-0.247921,-0.300988)
(0.000151573,0.04232)
(-0.0719634,0.139654)
(-0.0184705,0.024148)
(4.07055,0.39639)
(2.99937,2.40739)
(-0.627139,-1.86025)
(0.527914,-2.00621)
(-0.00659564,-0.000130602)
(1.45659,-0.217183)
(0.137213,0.0703721)
(2.21587,3.53647)
(0.00670433,-0.93196)
(0.416948,-0.628596)
(2.48645,-1.07945)
(2.68131,0.471264)
(0.316224,0.297671)
(-0.0750245,-0.279443)
(0.136023,-0.415013)
(1.07262,-0.842155)
(0.734176,-0.0637153)
(-0.0447337,-0.0128243)
(4.0891,7.35391)
(0.335973,-5.66536)
(1.07238,-1.47399)
(0.805496,-0.317454)
(0.927491,0.189117)
(0.913588,0.901061)
(0.254889,1.15771)
(0.364534,-1.02756)
(-0.276294,0.196813)
(3.83359,-0.328243)
(1.83748,0.932623)
(0.636006,1.09378)
(0.063776,-1.15745)
(1.6503,-2.31937)
